playerID,yearID,salary,stint,G,G_batting,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,W,L,GS,CG,SHO,SV,IPouts,ER,HR_right,BAOpp,ERA,WP,BK,BFP,GF,Training_Validation
jacksed01,2016,507500.0,3,24,0,23,2,5,1,0,0,2,1,0,3,11,0,0,1,0,0,5,7,13,0,0,0,252,55,14,0.595,11.8,6,0,373,3,Validation
happja01,2013,3700000.0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,18,0,0,0,278,47,10,0.25,4.56,5,0,415,0,Training
choiji01,2016,650000.0,1,54,0,112,9,19,4,0,5,12,2,4,16,27,1,0,0,1,2,,,,,,,,,,,,,,,,Validation
choiji01,2016,650000.0,1,54,0,112,9,19,4,0,5,12,2,4,16,27,1,0,0,1,2,,,,,,,,,,,,,,,,Validation
gorzeto01,2010,800000.0,1,29,0,40,1,5,0,0,0,2,0,0,0,18,0,0,5,0,0,7,9,23,0,0,1,409,62,11,0.26,4.09,0,0,604,3,Training
gonzaad01,2010,4875000.0,1,160,0,591,87,176,33,0,31,101,0,0,93,114,35,2,2,4,15,,,,,,,,,,,,,,,,Training
cuddymi01,2013,10500000.0,1,130,0,489,74,162,31,3,20,84,10,3,46,100,5,2,0,3,13,,,,,,,,,,,,,,,,Training
cuddymi01,2013,10500000.0,1,130,0,489,74,162,31,3,20,84,10,3,46,100,5,2,0,3,13,,,,,,,,,,,,,,,,Training
verasjo01,2009,432975.0,3,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,151,29,8,0.44799999999999995,10.34,0,1,225,19,Training
keppije01,2010,1150000.0,1,137,0,514,62,148,34,1,6,59,4,1,51,36,1,1,5,4,15,,,,,,,,,,,,,,,,Training
burnese01,2010,775000.0,1,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,3,189,15,3,0.22,2.14,2,0,261,10,Training
lobatjo01,2015,1200000.0,1,44,0,136,11,27,4,0,3,20,0,0,15,40,1,1,1,2,5,,,,,,,,,,,,,,,,Training
pujolal01,2007,12937813.0,1,158,0,565,99,185,38,1,32,103,2,6,99,58,22,7,0,8,27,,,,,,,,,,,,,,,,Training
heisech01,2014,1760000.0,1,119,0,275,34,61,15,2,8,22,9,2,15,64,0,2,5,2,3,,,,,,,,,,,,,,,,Training
lucrojo01,2011,424000.0,1,136,0,430,45,114,16,1,12,59,2,1,29,99,0,2,4,3,7,,,,,,,,,,,,,,,,Training
burnsmi01,2006,332500.0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,17,2,0.792,13.48,1,0,104,6,Training
fukumka01,2008,1400000.0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,2,0.5,20.25,2,0,26,0,Training
willije01,2013,2000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
penara02,2013,550000.0,1,50,0,97,14,27,5,1,3,12,0,2,8,18,0,0,1,1,1,,,,,,,,,,,,,,,,Training
penara02,2013,550000.0,1,50,0,97,14,27,5,1,3,12,0,2,8,18,0,0,1,1,1,,,,,,,,,,,,,,,,Training
penara02,2013,550000.0,1,50,0,97,14,27,5,1,3,12,0,2,8,18,0,0,1,1,1,,,,,,,,,,,,,,,,Training
puntoni01,2014,2750000.0,1,73,0,198,21,41,7,2,2,14,3,1,25,56,0,0,1,0,5,,,,,,,,,,,,,,,,Training
puntoni01,2014,2750000.0,1,73,0,198,21,41,7,2,2,14,3,1,25,56,0,0,1,0,5,,,,,,,,,,,,,,,,Training
puntoni01,2014,2750000.0,1,73,0,198,21,41,7,2,2,14,3,1,25,56,0,0,1,0,5,,,,,,,,,,,,,,,,Training
puntoni01,2014,2750000.0,1,73,0,198,21,41,7,2,2,14,3,1,25,56,0,0,1,0,5,,,,,,,,,,,,,,,,Training
saundmi01,2013,512600.0,1,132,0,406,59,96,23,3,12,46,13,5,54,118,4,1,1,6,6,,,,,,,,,,,,,,,,Training
wilsopr01,2006,4000000.0,3,135,0,501,58,132,25,2,17,72,12,2,29,121,3,4,0,3,20,,,,,,,,,,,,,,,,Training
jonesja04,2008,6333333.0,3,42,0,116,15,17,2,1,1,7,0,1,14,26,1,1,0,3,3,,,,,,,,,,,,,,,,Training
iwamuak01,2009,3250000.0,1,69,0,231,28,67,16,2,1,22,9,1,24,44,0,1,1,3,1,,,,,,,,,,,,,,,,Training
springe01,2015,512900.0,1,102,0,388,59,107,19,2,16,41,16,4,50,109,0,8,2,3,4,,,,,,,,,,,,,,,,Training
guerral01,2015,6500000.0,1,106,0,219,25,51,9,1,11,36,1,0,7,57,0,2,0,2,7,,,,,,,,,,,,,,,,Training
guerral01,2015,6500000.0,1,106,0,219,25,51,9,1,11,36,1,0,7,57,0,2,0,2,7,,,,,,,,,,,,,,,,Training
ramirha01,2010,7000000.0,1,142,0,543,92,163,28,2,21,76,32,10,64,93,12,7,0,5,14,,,,,,,,,,,,,,,,Training
karstje01,2007,389495.0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,0,0,0,44,18,4,0.397,11.05,2,0,80,2,Training
zieglbr01,2013,3150000.0,1,78,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,13,219,18,3,0.228,2.22,0,0,297,33,Training
cahiltr01,2014,7700000.0,1,32,0,24,0,2,1,0,0,0,0,0,1,5,0,0,4,0,0,3,12,17,0,0,1,332,69,9,0.285,5.61,5,0,499,8,Training
cingrto01,2016,530000.0,1,65,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,5,0,0,0,17,189,29,5,0.236,4.14,3,1,271,34,Validation
tomlijo01,2016,2250000.0,1,30,0,5,1,2,1,0,0,0,0,0,0,2,0,0,1,0,0,13,9,29,0,0,0,522,85,36,0.269,4.4,4,0,725,1,Validation
sanomi01,2016,547500.0,1,116,0,437,57,103,22,1,25,66,1,0,54,178,1,1,0,3,8,,,,,,,,,,,,,,,,Validation
sanomi01,2016,547500.0,1,116,0,437,57,103,22,1,25,66,1,0,54,178,1,1,0,3,8,,,,,,,,,,,,,,,,Validation
herreod01,2016,528000.0,1,159,0,583,87,167,21,6,15,49,25,7,63,134,7,6,2,2,6,,,,,,,,,,,,,,,,Validation
ramirar01,2007,9000000.0,1,132,0,506,72,157,35,4,26,101,0,0,43,66,8,4,0,5,13,,,,,,,,,,,,,,,,Training
cobbal01,2016,4000000.0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,0,0,0,66,21,5,0.337,8.59,0,0,104,0,Validation
erstada01,2006,8750000.0,1,40,0,95,8,21,8,1,0,5,1,1,6,18,0,2,1,1,2,,,,,,,,,,,,,,,,Training
sizemsc01,2010,400000.0,1,48,0,143,19,32,7,0,3,14,0,0,15,40,0,0,4,1,4,,,,,,,,,,,,,,,,Training
ottavad01,2014,502000.0,1,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,195,26,6,0.271,3.6,4,0,272,16,Training
kellesh01,2014,1765000.0,1,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,4,155,26,5,0.231,4.53,3,0,220,15,Training
moylape01,2009,410000.0,1,87,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,2,0,0,0,0,219,23,0,0.245,2.84,1,0,309,6,Training
downssc01,2010,4000000.0,1,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,184,18,3,0.211,2.64,1,0,241,14,Training
cabremi01,2008,11300000.0,1,160,0,616,85,180,36,2,37,127,1,0,56,126,6,3,0,9,16,,,,,,,,,,,,,,,,Training
borkoda01,2007,575000.0,1,64,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,3,0,0,0,1,215,41,8,0.273,5.15,3,0,325,18,Training
gonzaal02,2007,3500000.0,1,110,0,393,55,107,27,1,16,55,0,1,24,75,1,8,2,3,13,,,,,,,,,,,,,,,,Training
colemlo01,2015,725000.0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0.111,0.0,0,0,11,2,Training
bakerjo01,2009,400000.0,1,112,0,373,59,101,25,0,9,50,0,0,41,89,5,5,2,2,10,,,,,,,,,,,,,,,,Training
lairdge01,2014,1500000.0,1,53,0,152,12,31,8,0,0,10,0,0,14,33,2,1,0,0,6,,,,,,,,,,,,,,,,Training
shielja02,2015,10000000.0,1,36,0,68,7,9,2,0,0,2,0,0,1,28,0,0,5,0,0,13,7,33,0,0,0,607,88,33,0.248,3.91,7,1,860,0,Training
weathda01,2008,3300000.0,1,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,208,25,6,0.276,3.25,1,1,311,17,Training
descada01,2011,414000.0,1,148,0,326,35,86,20,3,1,28,2,2,33,65,9,3,10,3,3,,,,,,,,,,,,,,,,Training
morneju01,2012,15000000.0,1,134,0,505,63,135,26,2,19,77,1,0,49,102,8,6,0,10,19,,,,,,,,,,,,,,,,Training
middlwi01,2014,540000.0,1,63,0,215,14,41,10,0,2,19,1,1,15,70,1,4,0,0,7,,,,,,,,,,,,,,,,Training
middlwi01,2014,540000.0,1,63,0,215,14,41,10,0,2,19,1,1,15,70,1,4,0,0,7,,,,,,,,,,,,,,,,Training
mendolu01,2012,488925.0,1,30,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,10,25,0,0,0,498,78,15,0.278,4.23,6,2,709,0,Training
hernara02,2012,3200000.0,1,52,0,184,16,40,10,0,5,28,0,1,6,32,1,2,2,2,4,,,,,,,,,,,,,,,,Training
beltrca01,2006,13571428.0,1,140,0,510,127,140,38,1,41,116,18,3,95,99,6,4,1,7,6,,,,,,,,,,,,,,,,Training
guerrja01,2012,488000.0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,8,135,13,1,0.265,2.6,1,0,196,17,Training
parrage01,2016,8000000.0,1,102,0,368,45,93,27,3,7,39,6,4,9,73,1,1,1,2,16,,,,,,,,,,,,,,,,Validation
parrage01,2016,8000000.0,1,102,0,368,45,93,27,3,7,39,6,4,9,73,1,1,1,2,16,,,,,,,,,,,,,,,,Validation
zambrca01,2008,16000000.0,1,38,0,83,9,28,4,1,4,14,0,0,0,24,0,0,2,0,4,14,6,30,1,1,0,566,82,18,0.241,3.91,4,0,796,0,Training
wellsve01,2010,15687500.0,1,157,0,590,79,161,44,3,31,88,6,4,50,84,5,3,0,3,18,,,,,,,,,,,,,,,,Training
pinedmi01,2015,2100000.0,1,27,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,10,27,1,0,0,482,78,21,0.278,4.37,4,0,668,0,Training
berkmla01,2008,14500000.0,1,159,0,554,114,173,46,4,29,106,18,4,99,108,18,7,0,5,13,,,,,,,,,,,,,,,,Training
ankieri01,2008,900000.0,1,120,0,413,65,109,21,2,25,71,2,1,42,100,3,5,0,3,8,,,,,,,,,,,,,,,,Training
kendaja01,2009,5000000.0,1,134,0,452,48,109,19,2,2,43,7,2,46,58,6,17,6,5,11,,,,,,,,,,,,,,,,Training
lewisco01,2012,4000000.0,1,16,0,4,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,6,6,16,2,0,0,315,40,16,0.245,3.43,2,0,427,0,Training
doumiry01,2014,3500000.0,1,100,0,157,11,31,4,0,5,17,1,0,7,49,1,1,0,1,1,,,,,,,,,,,,,,,,Training
doumiry01,2014,3500000.0,1,100,0,157,11,31,4,0,5,17,1,0,7,49,1,1,0,1,1,,,,,,,,,,,,,,,,Training
ortizda01,2015,16000000.0,1,146,0,528,73,144,37,0,37,108,0,1,77,95,16,0,0,9,16,,,,,,,,,,,,,,,,Training
mitchbr01,2016,516650.0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,0,0,0,75,9,1,0.277,3.24,0,0,107,0,Validation
martito02,2007,700000.0,1,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,77,14,4,0.302,4.91,0,1,117,7,Training
cedenro02,2011,1850000.0,1,128,0,413,43,103,25,3,2,32,2,5,30,93,7,0,6,5,11,,,,,,,,,,,,,,,,Training
kuoho01,2009,437000.0,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,90,10,2,0.198,3.0,5,0,124,2,Training
nerishe01,2016,515000.0,1,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,2,241,23,9,0.202,2.58,4,1,328,13,Validation
wiggity01,2010,3500000.0,1,154,0,581,63,144,29,1,22,76,0,1,50,116,3,8,1,9,23,,,,,,,,,,,,,,,,Training
contrjo01,2008,10000000.0,1,20,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,6,20,1,0,0,363,61,12,0.272,4.54,6,0,522,0,Training
heilmaa01,2010,2150000.0,1,70,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,8,0,0,0,6,216,36,9,0.26,4.5,8,0,316,26,Training
encared01,2011,2500000.0,1,134,0,481,70,131,36,0,17,55,8,2,43,77,2,3,0,3,17,,,,,,,,,,,,,,,,Training
pattoda01,2009,400000.0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,83,21,4,0.279,6.83,3,0,134,5,Training
huffau01,2006,6916667.0,3,131,0,454,57,121,25,2,21,66,0,0,50,64,6,7,0,6,11,,,,,,,,,,,,,,,,Training
markani01,2012,12350000.0,1,104,0,420,59,125,28,3,13,54,1,1,42,51,3,4,0,5,11,,,,,,,,,,,,,,,,Training
gregelu01,2016,6750000.0,1,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,15,173,21,5,0.183,3.28,6,0,230,25,Validation
rauchjo01,2013,1000000.0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,50,14,1,0.329,7.56,1,0,80,6,Training
jayjo02,2013,524000.0,1,157,0,548,75,151,27,2,7,67,10,5,52,103,7,14,9,5,13,,,,,,,,,,,,,,,,Training
felizpe01,2008,3000000.0,1,133,0,425,43,106,19,2,14,58,0,0,33,54,3,0,3,2,14,,,,,,,,,,,,,,,,Training
suzukku01,2010,420000.0,1,131,0,495,55,120,18,2,13,71,3,2,33,49,3,12,0,4,22,,,,,,,,,,,,,,,,Training
santose01,2011,435000.0,1,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,30,190,25,6,0.181,3.55,5,0,260,50,Training
pedrodu01,2014,12500000.0,1,135,0,551,72,153,33,0,7,53,6,6,51,75,1,1,0,6,14,,,,,,,,,,,,,,,,Training
dickera01,2014,12000000.0,1,35,0,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,14,13,34,1,0,0,647,89,26,0.233,3.71,5,0,914,0,Training
lahaibr01,2012,482500.0,1,130,0,340,42,88,17,0,16,40,4,2,39,124,3,0,0,1,8,,,,,,,,,,,,,,,,Training
fowlede01,2015,9500000.0,1,156,0,596,102,149,29,8,17,46,20,7,84,154,1,5,2,3,4,,,,,,,,,,,,,,,,Training
nolasri01,2013,11500000.0,3,34,0,50,3,6,2,0,0,1,0,0,6,24,0,0,8,0,1,13,11,33,0,0,0,598,82,17,0.508,7.37,5,0,834,0,Training
nolasri01,2013,11500000.0,3,34,0,50,3,6,2,0,0,1,0,0,6,24,0,0,8,0,1,13,11,33,0,0,0,598,82,17,0.508,7.37,5,0,834,0,Training
padilvi01,2009,12000000.0,3,26,0,15,0,3,0,0,0,2,0,0,0,8,0,0,2,0,0,12,6,25,0,0,0,442,73,16,0.538,8.120000000000001,5,2,634,0,Training
woodwch01,2007,850000.0,1,92,0,136,16,27,6,1,1,8,1,0,10,29,1,0,4,1,3,,,,,,,,,,,,,,,,Training
orvelch01,2008,400700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
wellsve01,2012,24187500.0,1,77,0,243,36,56,9,0,11,29,3,1,16,35,0,1,0,2,5,,,,,,,,,,,,,,,,Training
santado01,2016,513800.0,1,77,0,246,34,63,14,0,11,32,2,3,32,91,0,2,0,1,7,,,,,,,,,,,,,,,,Validation
verlaju01,2008,1130000.0,1,33,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,17,33,1,0,0,603,108,18,0.254,4.84,6,3,880,0,Training
jonesch06,2008,12333333.0,1,128,0,439,82,160,24,1,22,75,4,0,90,61,16,1,0,4,13,,,,,,,,,,,,,,,,Training
oswalro01,2008,13000000.0,1,32,0,70,3,15,0,0,0,5,0,0,0,18,0,0,5,0,0,17,10,32,3,2,0,626,82,23,0.253,3.54,1,0,862,0,Training
kimbrcr01,2011,419000.0,1,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,46,231,18,3,0.178,2.1,4,0,306,64,Training
howarry01,2009,15000000.0,1,160,0,616,105,172,37,4,45,141,8,1,75,186,8,6,0,6,11,,,,,,,,,,,,,,,,Training
outmajo01,2010,410000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
davisch02,2014,10350000.0,1,127,0,450,65,88,16,0,26,72,2,1,60,173,9,9,1,5,2,,,,,,,,,,,,,,,,Training
davisch02,2014,10350000.0,1,127,0,450,65,88,16,0,26,72,2,1,60,173,9,9,1,5,2,,,,,,,,,,,,,,,,Training
mauerjo01,2013,23000000.0,1,113,0,445,62,144,35,0,11,47,0,1,61,89,7,0,0,2,7,,,,,,,,,,,,,,,,Training
mauerjo01,2013,23000000.0,1,113,0,445,62,144,35,0,11,47,0,1,61,89,7,0,0,2,7,,,,,,,,,,,,,,,,Training
ackledu01,2014,1700000.0,1,143,0,502,64,123,27,4,14,65,8,4,32,90,1,3,3,2,10,,,,,,,,,,,,,,,,Training
harenda01,2007,2250000.0,1,34,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,9,34,0,0,0,668,76,24,0.247,3.07,10,0,935,0,Training
santaer01,2008,420000.0,1,32,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,16,7,32,2,1,0,657,85,23,0.237,3.49,5,1,897,0,Training
keppije01,2012,1525000.0,1,115,0,385,46,125,15,1,9,40,1,0,24,31,0,4,1,4,14,,,,,,,,,,,,,,,,Training
cedenro02,2006,336000.0,1,151,0,534,51,131,18,7,6,41,8,8,17,109,4,3,15,3,10,,,,,,,,,,,,,,,,Training
morsemi01,2014,6000000.0,1,131,0,438,48,122,32,3,16,61,0,0,31,121,0,9,0,4,19,,,,,,,,,,,,,,,,Training
morsemi01,2014,6000000.0,1,131,0,438,48,122,32,3,16,61,0,0,31,121,0,9,0,4,19,,,,,,,,,,,,,,,,Training
detwiro01,2015,3450000.0,3,41,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,7,0,0,0,175,47,10,0.676,14.75,3,0,288,7,Training
detwiro01,2015,3450000.0,3,41,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,7,0,0,0,175,47,10,0.676,14.75,3,0,288,7,Training
chaveer01,2007,9500000.0,1,90,0,341,43,82,21,2,15,46,4,2,34,76,2,0,0,4,9,,,,,,,,,,,,,,,,Training
molinya01,2007,525000.0,1,111,0,353,30,97,15,0,6,40,1,1,34,43,5,3,2,4,18,,,,,,,,,,,,,,,,Training
baezda01,2008,6166666.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
webbbr01,2009,6500000.0,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,12,6,2,0.353,13.5,0,0,20,0,Training
mckenmi01,2012,485000.0,1,88,0,240,25,56,14,0,12,39,0,0,29,73,1,3,0,3,7,,,,,,,,,,,,,,,,Training
wilsocj01,2015,18000000.0,1,21,0,6,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,8,8,21,0,0,0,396,57,13,0.24,3.89,11,1,553,0,Training
sanchga01,2010,401000.0,1,151,0,572,72,156,37,3,19,85,5,0,57,101,2,5,3,6,14,,,,,,,,,,,,,,,,Training
glavito02,2006,9993640.0,1,32,0,53,6,9,1,0,0,2,0,0,7,18,0,0,10,0,2,15,7,32,0,0,0,594,84,22,0.267,3.82,1,0,842,0,Training
mahayro01,2009,4000000.0,3,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,151,24,10,0.519,6.79,5,0,239,11,Training
benoijo01,2007,1050000.0,1,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,6,246,26,6,0.225,2.85,3,0,337,22,Training
cormila01,2006,345000.0,1,29,0,12,0,1,0,0,0,0,0,0,0,4,0,0,2,0,0,4,5,9,0,0,0,221,40,8,0.314,4.89,2,0,333,5,Training
konerpa01,2008,12000000.0,1,122,0,438,59,105,19,1,22,62,2,0,65,80,4,7,0,4,17,,,,,,,,,,,,,,,,Training
margoma01,2016,512500.0,1,10,0,37,4,9,4,1,0,3,2,0,0,7,0,0,0,0,0,,,,,,,,,,,,,,,,Validation
howrybo01,2006,3000000.0,1,84,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,5,230,27,8,0.245,3.17,1,0,314,26,Training
ramirma02,2011,2020000.0,1,5,0,17,0,1,0,0,0,1,0,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,Training
morrobr01,2011,2300000.0,1,30,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,11,11,30,0,0,0,538,94,21,0.237,4.72,12,1,777,0,Training
wilheto01,2016,3100000.0,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,1,139,35,11,0.636,14.15,0,0,209,5,Validation
wilheto01,2016,3100000.0,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,1,139,35,11,0.636,14.15,0,0,209,5,Validation
pillake01,2016,521100.0,1,146,0,548,59,146,35,2,7,53,14,6,24,90,0,6,3,3,12,,,,,,,,,,,,,,,,Validation
konerpa01,2010,12000000.0,1,149,0,548,89,171,30,1,39,111,0,1,72,110,7,5,0,6,9,,,,,,,,,,,,,,,,Training
saundmi01,2016,2900000.0,1,140,0,490,70,124,32,3,24,57,1,2,59,157,2,5,1,3,14,,,,,,,,,,,,,,,,Validation
jacksed01,2015,13000000.0,3,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,1,167,19,4,0.42100000000000004,6.109999999999999,5,1,228,18,Training
jacksed01,2015,13000000.0,3,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,1,167,19,4,0.42100000000000004,6.109999999999999,5,1,228,18,Training
hamelco01,2008,500000.0,1,36,0,76,3,17,2,0,0,3,0,0,0,29,0,1,8,0,0,14,10,33,2,2,0,682,78,28,0.227,3.09,0,0,914,0,Training
smithgr02,2010,406000.0,1,10,0,13,2,4,2,0,0,2,0,0,0,1,0,0,3,0,0,1,2,8,0,0,0,117,27,8,0.322,6.23,1,0,182,0,Training
kendrky01,2012,3585000.0,1,37,0,36,2,5,2,0,0,0,0,0,3,19,0,0,6,0,0,11,12,25,1,1,0,478,69,20,0.254,3.9,1,0,674,2,Training
perezol01,2015,2500000.0,3,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,123,19,4,0.498,9.85,3,0,183,15,Training
perezol01,2015,2500000.0,3,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,123,19,4,0.498,9.85,3,0,183,15,Training
herreke01,2016,2550000.0,1,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,12,216,22,6,0.214,2.75,3,0,283,23,Validation
hernara02,2006,4000000.0,1,144,0,501,66,138,29,2,23,91,1,0,43,79,2,11,0,5,13,,,,,,,,,,,,,,,,Training
willije01,2015,2500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
whitety01,2016,507500.0,1,86,0,249,24,54,16,0,8,28,1,0,23,65,1,2,0,2,6,0,0,0,0,0,0,3,1,1,0.25,9.0,0,0,4,1,Validation
whitety01,2016,507500.0,1,86,0,249,24,54,16,0,8,28,1,0,23,65,1,2,0,2,6,0,0,0,0,0,0,3,1,1,0.25,9.0,0,0,4,1,Validation
whitety01,2016,507500.0,1,86,0,249,24,54,16,0,8,28,1,0,23,65,1,2,0,2,6,0,0,0,0,0,0,3,1,1,0.25,9.0,0,0,4,1,Validation
whitety01,2016,507500.0,1,86,0,249,24,54,16,0,8,28,1,0,23,65,1,2,0,2,6,0,0,0,0,0,0,3,1,1,0.25,9.0,0,0,4,1,Validation
benitar01,2007,9866219.0,3,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,9,151,30,8,0.512,10.4,1,3,228,24,Training
perezra01,2008,406700.0,1,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,2,229,30,8,0.234,3.54,3,0,313,14,Training
morame01,2006,4333334.0,1,155,0,624,96,171,25,0,16,83,11,1,54,99,1,14,6,7,9,,,,,,,,,,,,,,,,Training
loganbo02,2013,3150000.0,1,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,117,14,7,0.236,3.23,3,0,159,9,Training
longoev01,2013,2500018.0,1,160,0,614,91,165,39,3,32,88,1,0,70,162,10,3,0,6,16,,,,,,,,,,,,,,,,Training
ellsbja01,2015,21142857.0,1,111,0,452,66,116,15,2,7,33,21,9,35,86,1,7,1,3,6,,,,,,,,,,,,,,,,Training
segovza01,2007,380000.0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,15,5,1,0.4,9.0,0,0,23,0,Training
treanma01,2009,750000.0,1,4,0,13,0,0,0,0,0,0,0,0,1,4,0,0,0,0,3,,,,,,,,,,,,,,,,Training
harenda01,2015,10000000.0,3,33,0,49,4,6,1,0,0,5,0,0,5,16,0,0,10,1,2,11,9,32,0,0,0,562,75,31,0.497,7.43,5,0,768,0,Training
harenda01,2015,10000000.0,3,33,0,49,4,6,1,0,0,5,0,0,5,16,0,0,10,1,2,11,9,32,0,0,0,562,75,31,0.497,7.43,5,0,768,0,Training
ozunapa01,2008,1050000.0,3,68,0,96,11,25,3,1,1,9,1,3,3,8,0,1,2,0,3,,,,,,,,,,,,,,,,Training
stokebr01,2009,409500.0,1,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4,0,0,0,0,211,31,6,0.267,3.97,1,0,316,19,Training
santajo01,2011,21644707.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training
ottavad01,2015,1300000.0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,31,0,0,0.094,0.0,0,0,35,5,Training
ramirra02,2007,386000.0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,52,16,2,0.313,8.31,2,0,78,5,Training
werthja01,2016,21733615.0,1,143,0,525,84,128,28,0,21,69,5,1,71,139,0,4,0,6,17,,,,,,,,,,,,,,,,Validation
